iter	RMSE
346	7.031006838
347	7.028901165
348	7.027624349
349	7.026525743
350	7.025071493
351	7.024647428
352	7.022125537
353	7.021108943
354	7.02017815
355	7.019176383
356	7.018215116
357	7.017725631
358	7.016847145
359	7.015225124
360	7.014034348
361	7.012963267
362	7.011850959
363	7.010463501
364	7.009649397
365	7.008089067
366	7.007103168
367	7.005706642
368	7.004644883
369	7.003036628
370	7.002710055
371	7.001744299
372	6.999979689
373	6.999111539
374	6.998066113
375	6.996488737
376	6.995092856
377	6.992522017
378	6.990083636
379	6.989076245
380	6.987655766
381	6.987263698
382	6.986602947
383	6.985160512
384	6.984212393
385	6.983810848
386	6.983232236
387	6.982155526
388	6.98121916
389	6.980463287
390	6.979277171
391	6.977254429
392	6.975196518
393	6.973821067
394	6.972369921
395	6.97088969
396	6.970341781
397	6.968523632
398	6.96778576
399	6.967150364
400	6.966059392
401	6.965440412
402	6.963809744
403	6.962285493
404	6.961484085
405	6.961062865
406	6.959687372
407	6.95911882
408	6.958128362
409	6.9566811
410	6.955617584
411	6.954832538
412	6.954067655
413	6.953468755
414	6.952366584
415	6.950859241
416	6.948423541
417	6.946842738
418	6.94556689
419	6.944288217
420	6.942797458
421	6.94105758
422	6.940704119
423	6.939239963
424	6.937470233
425	6.936459032
426	6.935324652
427	6.933957573
428	6.932904178
429	6.930697288
430	6.929463584
431	6.928675288
432	6.92660286
433	6.925828368
434	6.924732346
435	6.923966083
436	6.92270862
437	6.922364021
438	6.92177173
439	6.921295724
440	6.920762376
441	6.919997923
442	6.918751359
443	6.915839987
444	6.914493074
445	6.912764064
446	6.912574036
447	6.912127945
448	6.911509162
449	6.910362279
450	6.90915039
451	6.907308743
452	6.90659371
453	6.906053393
454	6.905643979
455	6.9040683
456	6.902523397
457	6.901409132
458	6.901277091
459	6.899836728
460	6.898451666
461	6.89750031
462	6.895995856
463	6.894952324
464	6.894046904
465	6.893386559
466	6.892786136
467	6.891900734
468	6.89103086
469	6.890309908
470	6.889858146
471	6.88939124
472	6.888417729
473	6.886483526
474	6.886264324
475	6.885553294
476	6.884388653
477	6.883564737
478	6.882534145
479	6.881425608
480	6.87997705
481	6.87931165
482	6.878510153
483	6.877894942
484	6.876947845
485	6.876493609
486	6.87556543
487	6.87236777
488	6.871029482
489	6.870184337
490	6.869650316
491	6.868417369
492	6.866720431
493	6.866527214
494	6.865111033
495	6.864334499
496	6.86304264
497	6.860862953
498	6.859560686
499	6.856833942
500	6.855599658
501	6.854353923
502	6.853249107
503	6.852265618
504	6.850085695
505	6.849688444
506	6.848597608
507	6.847912131
508	6.846715609
509	6.846194728
510	6.845038981
511	6.843863907
512	6.841968203
513	6.840888271
514	6.840110291
515	6.839142191
516	6.837704367
517	6.836573604
518	6.835164026
519	6.834322828
520	6.83392368
521	6.833517829
522	6.831992793
523	6.831285433
524	6.831124952
525	6.830128044
526	6.829355931
527	6.828747933
528	6.826879085
529	6.825310182
530	6.82440643
531	6.82378898
532	6.822943103
533	6.820791729
534	6.81998999
535	6.819349567
536	6.817912977
537	6.816619742
538	6.81553062
539	6.814811916
540	6.813123754
541	6.811826081
542	6.810117666
543	6.809567627
544	6.808961851
545	6.808430188
546	6.807558537
547	6.805874755
548	6.804753686
549	6.803165394
550	6.80241256
551	6.801278316
552	6.799369208
553	6.798453028
554	6.796433044
555	6.795375688
556	6.794410425
557	6.794216405
558	6.793495297
559	6.792909568
560	6.792331531
561	6.790771025
562	6.790248507
563	6.788735407
564	6.787150388
565	6.786723835
566	6.785679104
567	6.783914836
568	6.782211024
569	6.780860336
570	6.780419862
571	6.780076465
572	6.778862587
573	6.778003628
574	6.777561431
575	6.776567052
576	6.775471696
577	6.774242781
578	6.772624003
579	6.772063128
580	6.7716316
581	6.770993095
582	6.770175838
583	6.769552137
584	6.76868795
585	6.767895158
586	6.767265797
587	6.766825683
588	6.766317072
589	6.765820676
590	6.764355411
591	6.763169413
592	6.762792237
593	6.762439269
594	6.76131258
595	6.760603473
596	6.760164874
597	6.759664259
598	6.759358304
599	6.758636105
600	6.757643555
601	6.756888678
602	6.755624022
603	6.754715071
604	6.754105466
605	6.751861683
606	6.75064771
607	6.750133799
608	6.74879325
609	6.748544071
610	6.748372068
611	6.747540612
612	6.746792041
613	6.746350603
614	6.745714876
615	6.744081209
616	6.743378281
617	6.74179085
618	6.740101045
619	6.73874075
620	6.737594225
621	6.736933942
622	6.735412251
623	6.734245611
624	6.733436087
625	6.732318158
626	6.730385148
627	6.729766545
628	6.729099592
629	6.728143543
630	6.727844382
631	6.726704513
632	6.726016038
633	6.724839562
634	6.723722733
635	6.723055066
636	6.72222304
637	6.720993112
638	6.720810202
639	6.719439753
640	6.717285016
641	6.716678982
642	6.71606115
643	6.714597087
644	6.714022948
645	6.713456865
646	6.712448926
647	6.711859462
648	6.711555446
649	6.709884104
650	6.709427519
651	6.708845184
652	6.708437751
653	6.708158229
654	6.707834422
655	6.706549889
656	6.705677497
657	6.70490316
658	6.704357536
659	6.702778851
660	6.702066448
661	6.701382822
662	6.700798399
663	6.700185827
664	6.699298804
665	6.698747735
666	6.698325156
667	6.696160098
668	6.694306792
669	6.693324694
670	6.692703633
671	6.691522136
672	6.690522203
673	6.689688314
674	6.689457146
675	6.689221523
676	6.688039266
677	6.687102686
678	6.686866171
679	6.686411955
680	6.685371427
681	6.684695363
682	6.684145717
683	6.683660999
684	6.683213478
685	6.681528422
686	6.680580443
687	6.679929005
688	6.678833162
689	6.677786426
690	6.676786611
691	6.675766474
692	6.675527783
693	6.675311896
694	6.674064881
695	6.672537183
696	6.6718791
697	6.671537586
698	6.67042172
699	6.669850799
700	6.669011768
701	6.66821702
702	6.667469899
703	6.665853723
704	6.665665342
705	6.664503819
706	6.663996653
707	6.663435313
708	6.662685787
709	6.661761051
710	6.660711872
711	6.659680216
712	6.659246738
713	6.658148084
714	6.657307486
715	6.656480784
716	6.655319064
717	6.654102481
718	6.653488217
719	6.652425909
720	6.651842139
721	6.651182187
722	6.649895877
723	6.649381464
724	6.648628936
725	6.64826572
726	6.647115625
727	6.646444116
728	6.645360918
729	6.645076181
730	6.644123802
731	6.642712665
732	6.642334629
733	6.641036805
734	6.639594618
735	6.637562467
736	6.63740477
737	6.637322001
738	6.636510717
739	6.635616095
740	6.635439541
741	6.634683123
742	6.633290818
743	6.632547386
744	6.631328202
745	6.631070703
746	6.630054704
747	6.629987649
748	6.628459024
749	6.627962749
750	6.627747864
751	6.627310457
752	6.626704453
753	6.626097853
754	6.624586429
755	6.623405398
756	6.62299263
757	6.622311204
758	6.621526947
759	6.621032002
760	6.620413215
761	6.61933561
762	6.618566046
763	6.617696745
764	6.61685496
765	6.615993713
766	6.614946759
767	6.613854641
768	6.613387136
769	6.61252754
770	6.611604609
771	6.610739367
772	6.60989874
773	6.609654931
774	6.606830517
775	6.605750853
776	6.605269919
777	6.604388697
778	6.603977219
779	6.603310346
780	6.602990452
781	6.601446617
782	6.600389054
783	6.599114374
784	6.597785031
785	6.596123001
786	6.595216388
787	6.594524182
788	6.594154613
789	6.59339601
790	6.591491402
791	6.590118219
792	6.589954225
793	6.58881943
794	6.587776541
795	6.58665324
796	6.585226719
797	6.58516421
798	6.584752737
799	6.584167625
800	6.582860076
801	6.582670407
802	6.581927226
803	6.581499325
804	6.580420178
805	6.579663821
806	6.578830602
807	6.577853564
808	6.577054496
809	6.576861572
810	6.576315255
811	6.575447784
812	6.574882863
813	6.574446369
814	6.573640622
815	6.573187512
816	6.572835523
817	6.571722995
818	6.570770631
819	6.570419745
820	6.569799833
821	6.569546897
822	6.569341359
823	6.568646005
824	6.567723352
825	6.567316716
826	6.566936413
827	6.56615478
828	6.564825259
829	6.56407748
830	6.563240308
831	6.561970511
832	6.560766878
833	6.560307099
834	6.559527421
835	6.5585722
836	6.557868746
837	6.557293357
838	6.556984024
839	6.556675522
840	6.555947337
841	6.554897448
842	6.554496888
843	6.553676343
844	6.553174615
845	6.552758755
846	6.551705008
847	6.551316688
848	6.550925468
849	6.550267371
850	6.549861999
851	6.54946066
852	6.548561601
853	6.548057533
854	6.546960129
855	6.545888172
856	6.545585176
857	6.545278486
858	6.544245654
859	6.543711476
860	6.543177449
861	6.542198431
862	6.54163222
863	6.540060666
864	6.539583308
865	6.538593793
866	6.53786992
867	6.537591779
868	6.536692801
869	6.536358933
870	6.535937836
871	6.535677842
872	6.53500774
873	6.533944829
874	6.533666002
875	6.533192886
876	6.532763583
877	6.531717458
878	6.531405238
879	6.53080438
880	6.529840318
881	6.528763244
882	6.528394006
883	6.527671865
884	6.526860585
885	6.526622852
886	6.526111055
887	6.525508079
888	6.525012411
889	6.523840454
890	6.522841846
891	6.522002505
892	6.52103083
893	6.520181134
894	6.519336564
895	6.518560001
896	6.518079215
897	6.517406387
898	6.516638488
899	6.515907896
900	6.515685761
901	6.515492274
902	6.514276972
903	6.51312775
904	6.512830599
905	6.511554086
906	6.511264931
907	6.510026007
908	6.509472671
909	6.508188207
910	6.508000417
911	6.507171543
912	6.505847991
913	6.505094315
914	6.503997082
915	6.503356293
916	6.502359722
917	6.502072168
918	6.501529458
919	6.50111917
920	6.500291879
921	6.499925444
922	6.499364319
923	6.498787874
924	6.498456487
925	6.49758304
926	6.497025981
927	6.496697406
928	6.49570433
929	6.495126427
930	6.49441572
931	6.494218319
932	6.494099183
933	6.493496983
934	6.493100913
935	6.492700296
936	6.491813003
937	6.491137059
938	6.490657711
939	6.490368186
940	6.490187858
941	6.489559783
942	6.489057063
943	6.488740287
944	6.488609507
945	6.48782023
946	6.487483547
947	6.486231045
948	6.485286683
949	6.484931244
950	6.484226244
951	6.483512364
952	6.482902122
953	6.481549301
954	6.481084899
955	6.480102289
956	6.479672563
957	6.478710819
958	6.478555813
959	6.477825324
960	6.477293856
961	6.47459784
962	6.474277778
963	6.473750802
964	6.473571778
965	6.472607141
966	6.471772239
967	6.47166199
968	6.471057033
969	6.469269708
970	6.467796856
971	6.46684429
972	6.466283835
973	6.465133007
974	6.464287589
975	6.463036256
976	6.462591534
977	6.461450248
978	6.461355259
979	6.460134112
980	6.459429682
981	6.458546598
982	6.458214907
983	6.457644658
984	6.456794629
985	6.45522439
986	6.454728719
987	6.453747762
988	6.453450898
989	6.453102117
990	6.452669317
991	6.452301278
992	6.452138523
993	6.451400985
994	6.450167958
995	6.44915095
996	6.448702023
997	6.447308747
998	6.446398206
999	6.445934586
1000	6.445262335
1001	6.444895826
1002	6.444435809
1003	6.443305308
1004	6.442785199
1005	6.441338595
1006	6.440691943
1007	6.438643708
1008	6.438398697
1009	6.437829329
1010	6.43687609
1011	6.435785957
1012	6.435390523
1013	6.433402695
1014	6.432805651
1015	6.432335479
1016	6.431794442
1017	6.430712023
1018	6.42994645
1019	6.429703272
1020	6.428856974
1021	6.428245472
1022	6.427942205
1023	6.427145662
1024	6.426117034
1025	6.425122391
1026	6.424548739
1027	6.424325777
1028	6.423992942
1029	6.423331982
1030	6.423127115
1031	6.422689296
1032	6.421787732
1033	6.421450129
1034	6.420965621
1035	6.420188133
1036	6.419397383
1037	6.41885489
1038	6.418020716
1039	6.41746487
1040	6.416946911
1041	6.416733646
1042	6.416173164
1043	6.415589927
1044	6.41540839
1045	6.414725708
1046	6.413911068
1047	6.412919147
1048	6.41233762
1049	6.411582925
1050	6.410477657
1051	6.409773817
1052	6.409327257
1053	6.409092662
1054	6.408868604
1055	6.408140912
1056	6.407643719
1057	6.406202721
1058	6.4060392
1059	6.405637008
1060	6.404796842
1061	6.404185813
1062	6.403629733
1063	6.402821653
1064	6.402451577
1065	6.401953538
1066	6.40152125
1067	6.400914391
1068	6.400390907
1069	6.40025086
1070	6.399840127
1071	6.3988678
1072	6.397447624
1073	6.396702153
1074	6.395388424
1075	6.394801136
1076	6.393917688
1077	6.393457475
1078	6.392543613
1079	6.391397967
1080	6.390951349
1081	6.39030798
1082	6.39007209
1083	6.389486219
1084	6.388761642
1085	6.387325839
1086	6.386575132
1087	6.385708532
1088	6.385352438
1089	6.384867083
1090	6.384317805
1091	6.383079226
1092	6.382239589
1093	6.380778836
1094	6.380091502
1095	6.37912318
1096	6.378586454
1097	6.378431473
1098	6.377672847
1099	6.376647996
1100	6.37637972
1101	6.376014668
1102	6.375391718
1103	6.37477911
1104	6.373682501
1105	6.372622423
1106	6.371700593
1107	6.370813332
1108	6.370365408
1109	6.370206395
1110	6.369313301
1111	6.369128463
1112	6.368529145
1113	6.368107231
1114	6.367661334
1115	6.366631187
1116	6.365467816
1117	6.364955825
1118	6.363916064
1119	6.363496271
1120	6.362581052
1121	6.362100008
1122	6.361322291
1123	6.36087066
1124	6.359988842
1125	6.359521001
1126	6.358341895
1127	6.357610852
1128	6.357137111
1129	6.356355416
1130	6.355696046
1131	6.355377496
1132	6.354400165
1133	6.353800991
1134	6.352518469
1135	6.35185578
1136	6.351255786
1137	6.350443324
1138	6.349172159
1139	6.348519561
1140	6.348147592
1141	6.347923509
1142	6.34730233
1143	6.346581036
1144	6.345460257
1145	6.344761871
1146	6.344154888
1147	6.343417696
1148	6.342408195
1149	6.341145509
1150	6.340306631
1151	6.339867628
1152	6.338824845
1153	6.338447559
1154	6.337806871
1155	6.337573874
1156	6.336660208
1157	6.335848748
1158	6.334777027
1159	6.334482708
1160	6.333876315
1161	6.333062452
1162	6.332349303
1163	6.331912954
1164	6.331393043
1165	6.330860141
1166	6.330099771
1167	6.329452307
1168	6.328997469
1169	6.328517458
1170	6.327552194
1171	6.3273716
1172	6.32660907
1173	6.326091502
1174	6.325876188
1175	6.325687461
1176	6.324777447
1177	6.324428637
1178	6.323046498
1179	6.321902013
1180	6.321107044
1181	6.320246909
1182	6.319869645
1183	6.319446927
1184	6.319226998
1185	6.318328531
1186	6.317170237
1187	6.316901156
1188	6.316352446
1189	6.315330419
1190	6.31477512
1191	6.314409769
1192	6.313806046
1193	6.313643397
1194	6.312823297
1195	6.312078742
1196	6.311216101
1197	6.310270929
1198	6.309803327
1199	6.308791112
1200	6.307696704
1201	6.307354659
1202	6.307065444
1203	6.304772207
1204	6.304507199
1205	6.30411092
1206	6.303216364
1207	6.303074499
1208	6.302328446
1209	6.302004683
1210	6.301253665
1211	6.300985864
1212	6.300256532
1213	6.298457363
1214	6.297696668
1215	6.296974703
1216	6.295975278
1217	6.294954064
1218	6.29459967
1219	6.293402604
1220	6.29268437
1221	6.292153058
1222	6.2917346
1223	6.290967925
1224	6.290767402
1225	6.289620846
1226	6.288683706
1227	6.287376526
1228	6.286992435
1229	6.286012484
1230	6.285436349
1231	6.284569618
1232	6.28430556
1233	6.283438255
1234	6.282948928
1235	6.282318236
1236	6.281362197
1237	6.28080091
1238	6.280390263
1239	6.28009796
1240	6.279144058
1241	6.278233945
1242	6.27748353
1243	6.276711185
1244	6.276561697
1245	6.27625119
1246	6.275484683
1247	6.274369303
1248	6.273593244
1249	6.272786286
1250	6.272163987
1251	6.27180727
1252	6.271421678
1253	6.270853183
1254	6.270546456
1255	6.270173964
1256	6.269408022
1257	6.268785426
1258	6.267813173
1259	6.267499402
1260	6.267176303
1261	6.266030584
1262	6.265114108
1263	6.264770526
1264	6.263740594
1265	6.263271218
1266	6.261441522
1267	6.260485249
1268	6.2598429
1269	6.259607769
1270	6.259357558
1271	6.258654056
1272	6.257951978
1273	6.257733532
1274	6.25724771
1275	6.256526026
1276	6.255468871
1277	6.255062535
1278	6.254644268
1279	6.254114832
1280	6.253852017
1281	6.253268011
1282	6.253139663
1283	6.252791168
1284	6.251915103
1285	6.251273093
1286	6.250807232
1287	6.249721974
1288	6.248886121
1289	6.248553484
1290	6.247178587
1291	6.247026219
1292	6.246218958
1293	6.246073567
1294	6.245903564
1295	6.245212247
1296	6.244776263
1297	6.244348608
1298	6.243939205
1299	6.243051399
1300	6.242573196
1301	6.242178215
1302	6.241647089
1303	6.240539359
1304	6.23934642
1305	6.238789274
1306	6.23788166
1307	6.237513161
1308	6.236726458
1309	6.236172264
1310	6.235134168
1311	6.234133109
1312	6.233345704
1313	6.233033066
1314	6.232795541
1315	6.231960916
1316	6.23111064
1317	6.230532315
1318	6.229976493
1319	6.229701079
1320	6.228978072
1321	6.228554472
1322	6.227906384
1323	6.225771349
1324	6.224566771
1325	6.22398679
1326	6.223714704
1327	6.223434137
1328	6.222588308
1329	6.221363096
1330	6.220493022
1331	6.220073899
1332	6.218892338
1333	6.217974581
1334	6.217590257
1335	6.217425135
1336	6.216130365
1337	6.215634702
1338	6.214730788
1339	6.214163287
1340	6.213560721
1341	6.213143159
1342	6.212654671
1343	6.212115639
1344	6.210961294
1345	6.210248506
1346	6.209988165
1347	6.209400391
1348	6.208625771
1349	6.208557844
1350	6.208284678
1351	6.207920158
1352	6.207232126
1353	6.206880303
1354	6.206596894
1355	6.205766531
1356	6.205167687
1357	6.203911035
1358	6.203028387
1359	6.202978512
1360	6.202142421
1361	6.201291666
1362	6.20044327
1363	6.199104974
1364	6.19839263
1365	6.197522598
1366	6.197002614
1367	6.196568555
1368	6.195917338
1369	6.195382915
1370	6.194409726
1371	6.194021345
1372	6.193668224
1373	6.19330934
1374	6.191813725
1375	6.191031438
1376	6.19044828
1377	6.189972226
1378	6.188946081
1379	6.188467459
1380	6.188129753
1381	6.187324795
1382	6.187013088
1383	6.186368067
1384	6.185849869
1385	6.185494729
1386	6.184866758
1387	6.184454592
1388	6.184088969
1389	6.183625557
1390	6.183576537
1391	6.183261037
1392	6.18266978
1393	6.18185478
1394	6.180642646
1395	6.18020653
1396	6.179821115
1397	6.17944174
1398	6.17889659
1399	6.177740124
1400	6.177431741
1401	6.177106913
1402	6.176753828
1403	6.176444507
1404	6.175899729
1405	6.175508781
1406	6.174486136
1407	6.173588693
1408	6.172325734
1409	6.171459042
1410	6.170718714
1411	6.16989396
1412	6.169051291
1413	6.168861288
1414	6.168300818
1415	6.167902411
1416	6.167620395
1417	6.166826908
1418	6.166358037
1419	6.166094364
1420	6.165486329
1421	6.16457384
1422	6.164233562
1423	6.163901866
1424	6.163001617
1425	6.16277896
1426	6.161902689
1427	6.161100714
1428	6.160083286
1429	6.15964966
1430	6.159239636
1431	6.158657737
1432	6.157909282
1433	6.157087041
1434	6.157065662
1435	6.156443724
1436	6.155778527
1437	6.155416273
1438	6.155333646
1439	6.155204483
1440	6.154606377
1441	6.153538468
1442	6.153051552
1443	6.152599367
1444	6.152074899
1445	6.151472905
1446	6.150648894
1447	6.150209518
1448	6.149363689
1449	6.148737427
1450	6.147806582
1451	6.146853913
1452	6.146187851
1453	6.145372192
1454	6.144692157
1455	6.144187325
1456	6.143830037
1457	6.143344391
1458	6.142152234
1459	6.141596362
1460	6.140771283
1461	6.13995719
1462	6.139432206
1463	6.139038033
1464	6.138586646
1465	6.138062888
1466	6.137675505
1467	6.137263741
1468	6.136435307
1469	6.136252388
1470	6.135984736
1471	6.135063282
1472	6.134009606
1473	6.133437623
1474	6.132747237
1475	6.132602027
1476	6.131964847
1477	6.131811659
1478	6.131301033
1479	6.131082919
1480	6.130536639
1481	6.130029086
1482	6.129654381
1483	6.129220911
1484	6.128583749
1485	6.127672375
1486	6.127383706
1487	6.12715442
1488	6.126668721
1489	6.126171015
1490	6.126010669
1491	6.125739983
1492	6.1254181
1493	6.124526641
1494	6.12309774
1495	6.122635945
1496	6.122164446
1497	6.12115228
1498	6.120671697
1499	6.120178089
1500	6.119671194
1501	6.119313522
1502	6.118216445
1503	6.117845586
1504	6.117229766
1505	6.116887104
1506	6.116422998
1507	6.116118691
1508	6.115556566
1509	6.115409466
1510	6.114789609
1511	6.114092062
1512	6.113200771
1513	6.112994079
1514	6.112587309
1515	6.111946922
1516	6.111074233
1517	6.110753569
1518	6.11044702
1519	6.109558047
1520	6.108617241
1521	6.107997581
1522	6.107125079
1523	6.106720222
1524	6.106480251
1525	6.106162897
1526	6.105659314
1527	6.105016744
1528	6.104097203
1529	6.103959352
1530	6.103067905
1531	6.102992786
1532	6.102639191
1533	6.102439588
1534	6.101869665
1535	6.101281356
1536	6.100472573
1537	6.099714565
1538	6.099250222
1539	6.099111474
1540	6.098106495
1541	6.097597693
1542	6.097345982
1543	6.097094383
1544	6.096927975
1545	6.096174111
1546	6.095338789
1547	6.094952953
1548	6.093793566
1549	6.093203964
1550	6.092809698
1551	6.092349875
1552	6.091761701
1553	6.091316664
1554	6.09063266
1555	6.090007691
1556	6.089660613
1557	6.08879607
1558	6.088280381
1559	6.087449533
1560	6.086833377
1561	6.086485533
1562	6.085725036
1563	6.085520189
1564	6.085045413
1565	6.083993019
1566	6.083948827
1567	6.083480892
1568	6.082779046
1569	6.082613603
1570	6.081798711
1571	6.080908544
1572	6.080837693
1573	6.0804782
1574	6.079287545
1575	6.079161961
1576	6.07870139
1577	6.078239392
1578	6.077724248
1579	6.07669719
1580	6.076053844
1581	6.07554462
1582	6.074603308
1583	6.07432363
1584	6.073338955
1585	6.073133827
1586	6.072894848
1587	6.072693613
1588	6.072270127
1589	6.072008427
1590	6.071328893
1591	6.071160988
1592	6.070591756
1593	6.069991263
1594	6.069686495
1595	6.069374695
1596	6.06905226
1597	6.068559195
1598	6.067806635
1599	6.067369647
1600	6.066503392
1601	6.065711855
1602	6.065235428
1603	6.064603062
1604	6.063909856
1605	6.06337995
1606	6.063164721
1607	6.062285916
1608	6.061639351
1609	6.061388847
1610	6.060402662
1611	6.05936287
1612	6.058749155
1613	6.057963233
1614	6.057489393
1615	6.05702262
1616	6.056810219
1617	6.056441109
1618	6.055590744
1619	6.05469359
1620	6.05419196
1621	6.0538611
1622	6.053063026
1623	6.052397681
1624	6.051834777
1625	6.051716654
1626	6.051246449
1627	6.050633078
1628	6.049742133
1629	6.049533857
1630	6.049121175
1631	6.048831688
1632	6.047856351
1633	6.047557665
1634	6.047395058
1635	6.04692069
1636	6.046583526
1637	6.04599601
1638	6.045398885
1639	6.044648224
1640	6.043762951
1641	6.043060443
1642	6.042538785
1643	6.042157524
1644	6.041689542
1645	6.041330231
1646	6.04077009
1647	6.039767884
1648	6.039059438
1649	6.038562499
1650	6.037775854
1651	6.03735419
1652	6.03709549
1653	6.036412868
1654	6.036127396
1655	6.035638305
1656	6.035588191
1657	6.035242505
1658	6.034914615
1659	6.033995516
1660	6.033449816
1661	6.032792227
1662	6.032086461
1663	6.031747528
