iter	Passed	Remaining
433	33397	351368
434	33503	351591
435	33598	351706
436	33708	351977
437	33805	352097
438	33895	352156
439	33972	352081
440	34050	352013
441	34134	352002
442	34219	352008
443	34331	352288
444	34417	352296
445	34510	352377
446	34630	352732
447	34747	353062
448	34867	353412
449	34959	353483
450	35057	353603
451	35152	353699
452	35238	353708
453	35348	353950
454	35434	353960
455	35516	353919
456	35602	353926
457	35694	353983
458	35779	353971
459	35856	353887
460	35941	353875
461	36043	354039
462	36144	354181
463	36253	354409
464	36364	354647
465	36471	354851
466	36584	355115
467	36689	355291
468	36790	355433
469	36887	355535
470	36967	355472
471	37068	355606
472	37174	355786
473	37289	356055
474	37411	356396
475	37499	356405
476	37592	356462
477	37678	356444
478	37786	356645
479	37869	356606
480	37953	356576
481	38042	356592
482	38140	356690
483	38227	356685
484	38305	356592
485	38389	356561
486	38461	356416
487	38535	356298
488	38615	356225
489	38685	356064
490	38765	355998
491	38843	355909
492	38926	355863
493	39008	355813
494	39084	355711
495	39158	355587
496	39237	355505
497	39315	355417
498	39397	355368
499	39474	355272
500	39556	355219
501	39649	355268
502	39732	355221
503	39815	355180
504	39896	355114
505	39978	355067
506	40054	354963
507	40140	354941
508	40229	354952
509	40306	354854
510	40376	354695
511	40454	354607
512	40516	354383
513	40593	354283
514	40669	354184
515	40736	353999
516	40811	353880
517	40880	353723
518	40948	353548
519	41027	353468
520	41129	353591
521	41218	353597
522	41303	353566
523	41386	353519
524	41467	353459
525	41553	353438
526	41647	353493
527	41728	353425
528	41812	353393
529	41911	353481
530	41992	353418
531	42073	353351
532	42145	353218
533	42222	353116
534	42299	353020
535	42377	352935
536	42460	352886
537	42537	352793
538	42616	352716
539	42698	352654
540	42772	352535
541	42850	352451
542	42937	352433
543	43012	352324
544	43091	352246
545	43162	352097
546	43231	351937
547	43303	351805
548	43371	351632
549	43442	351488
550	43517	351379
551	43589	351240
552	43665	351141
553	43756	351160
554	43844	351148
555	43918	351032
556	43982	350834
557	44053	350694
558	44138	350660
559	44221	350609
560	44290	350457
561	44361	350314
562	44431	350168
563	44506	350055
564	44575	349895
565	44654	349821
566	44728	349706
567	44800	349570
568	44874	349456
569	44958	349412
570	45038	349344
571	45118	349271
572	45202	349232
573	45285	349189
574	45362	349096
575	45434	348959
576	45508	348843
577	45587	348770
578	45668	348708
579	45754	348678
580	45836	348626
581	45908	348494
582	46013	348614
583	46145	348935
584	46216	348796
585	46316	348876
586	46409	348899
587	46511	348997
588	46550	348616
589	46640	348615
590	46729	348613
591	46814	348579
592	46895	348515
593	46968	348390
594	47044	348289
595	47132	348274
596	47220	348257
597	47318	348318
598	47413	348359
599	47498	348325
600	47572	348205
601	47649	348111
602	47727	348026
603	47821	348050
604	47909	348035
605	47998	348025
606	48082	347984
607	48166	347936
608	48248	347880
609	48337	347871
610	48420	347817
611	48496	347718
612	48577	347650
613	48653	347549
614	48735	347488
615	48820	347453
616	48915	347483
617	49001	347449
618	49080	347368
619	49172	347379
620	49259	347355
621	49336	347262
622	49413	347165
623	49487	347044
624	49560	346924
625	49636	346821
626	49709	346694
627	49785	346594
628	49853	346441
629	49929	346333
630	50000	346202
631	50071	346061
632	50142	345929
633	50223	345858
634	50295	345735
635	50369	345619
636	50433	345430
637	50507	345319
638	50584	345225
639	50669	345189
640	50743	345069
641	50820	344977
642	50890	344838
643	50964	344725
644	51039	344613
645	51112	344496
646	51184	344371
647	51265	344300
648	51340	344194
649	51419	344117
650	51504	344074
651	51604	344133
652	51705	344198
653	51798	344217
654	51881	344160
655	51965	344112
656	52044	344032
657	52130	344000
658	52203	343874
659	52275	343749
660	52348	343629
661	52421	343513
662	52495	343397
663	52580	343356
664	52645	343186
665	52722	343090
666	52799	342996
667	52879	342922
668	52953	342812
669	53030	342721
670	53101	342584
671	53171	342451
672	53248	342357
673	53316	342203
674	53400	342161
675	53475	342051
676	53557	341990
677	53630	341875
678	53699	341733
679	53765	341571
680	53841	341472
681	53917	341374
682	53996	341294
683	54070	341183
684	54154	341132
685	54232	341048
686	54317	341009
687	54478	341443
688	54658	341994
689	54827	342470
690	54943	342620
691	55048	342701
692	55158	342809
693	55267	342915
694	55391	343105
695	55507	343250
696	55607	343298
697	55731	343488
698	55861	343720
699	55971	343823
700	56061	343809
701	56158	343830
702	56271	343955
703	56339	343801
704	56421	343731
705	56511	343711
706	56600	343687
707	56700	343729
708	56820	343886
709	56946	344088
710	57063	344227
711	57182	344380
712	57318	344634
713	57464	344945
714	57602	345209
715	57725	345384
716	57838	345500
717	57953	345622
718	58085	345848
719	58220	346090
720	58346	346278
721	58469	346443
722	58590	346599
723	58713	346765
724	58843	346974
725	58934	346952
726	59048	347060
727	59162	347175
728	59301	347431
729	59427	347610
730	59535	347682
731	59646	347776
732	59781	348002
733	59894	348104
734	60020	348280
735	60113	348268
736	60220	348333
737	60341	348473
738	60460	348608
739	60552	348587
740	60644	348564
741	60725	348476
742	60813	348427
743	60910	348435
744	61002	348409
745	61093	348377
746	61176	348306
747	61254	348202
748	61327	348066
749	61423	348068
750	61509	348005
751	61592	347933
752	61677	347867
753	61756	347770
754	61839	347692
755	61936	347695
756	62026	347659
757	62110	347588
758	62208	347595
759	62312	347639
760	62405	347617
761	62496	347587
762	62597	347606
763	62699	347639
764	62818	347758
765	62933	347859
766	63050	347968
767	63135	347901
768	63216	347813
769	63312	347809
770	63404	347780
771	63515	347851
772	63607	347825
773	63696	347778
774	63797	347797
775	63882	347731
776	63968	347669
777	64071	347700
778	64159	347648
779	64231	347509
780	64307	347392
781	64381	347265
782	64461	347170
783	64550	347121
784	64631	347034
785	64705	346908
786	64782	346796
787	64862	346702
788	64942	346608
789	65027	346536
790	65114	346483
791	65208	346463
792	65295	346401
793	65394	346410
794	65546	346693
795	65848	347772
796	65996	348036
797	66131	348224
798	66255	348357
799	66363	348406
800	66461	348401
801	66547	348335
802	66654	348380
803	66773	348485
804	66865	348445
805	66950	348374
806	67036	348309
807	67130	348281
808	67222	348241
809	67298	348125
810	67388	348076
811	67469	347982
812	67563	347954
813	67674	348014
814	67773	348012
815	67903	348174
816	68012	348221
817	68162	348479
818	68304	348696
819	68391	348628
820	68469	348518
821	68555	348446
822	68666	348507
823	68770	348524
824	68883	348590
825	68976	348555
826	69069	348518
827	69168	348515
828	69297	348660
829	69426	348805
830	69566	349002
831	69682	349080
832	69772	349029
833	69870	349017
834	69985	349091
835	70099	349156
836	70210	349206
837	70323	349265
838	70445	349374
839	70561	349448
840	70668	349476
841	70767	349468
842	70885	349551
843	71011	349672
844	71100	349610
845	71178	349498
846	71266	349433
847	71336	349280
848	71425	349220
849	71493	349057
850	71567	348922
851	71653	348847
852	71759	348871
853	71866	348895
854	71981	348961
855	72080	348948
856	72178	348932
857	72278	348923
858	72367	348864
859	72456	348803
860	72539	348710
861	72612	348574
862	72705	348532
863	72806	348525
864	72899	348483
865	72986	348415
866	73069	348323
867	73146	348205
868	73232	348127
869	73328	348101
870	73417	348036
871	73520	348041
872	73623	348046
873	73763	348225
874	73846	348133
875	73919	347993
876	73996	347878
877	74076	347772
878	74200	347874
879	74312	347916
880	74460	348129
881	74551	348077
882	74625	347940
883	74689	347760
884	74767	347648
885	74844	347527
886	74927	347438
887	75016	347374
888	75087	347227
889	75164	347108
890	75252	347039
891	75335	346949
892	75423	346878
893	75536	346927
894	75653	346991
895	75769	347051
896	75887	347121
897	76016	347236
898	76129	347282
899	76338	347766
900	76441	347760
901	76516	347631
902	76591	347505
903	76673	347403
904	76746	347266
905	76815	347112
906	76890	346983
907	76965	346851
908	77044	346740
909	77117	346604
910	77186	346451
911	77263	346332
912	77336	346192
913	77416	346086
914	77497	345984
915	77575	345873
916	77650	345743
917	77716	345578
918	77783	345411
919	77856	345277
920	77926	345128
921	78003	345007
922	78077	344878
923	78146	344725
924	78218	344583
925	78288	344434
926	78365	344315
927	78434	344166
928	78513	344054
929	78590	343938
930	78659	343784
931	78731	343645
932	78812	343550
933	78885	343413
934	78963	343303
935	79045	343205
936	79128	343115
937	79220	343063
938	79290	342917
939	79370	342815
940	79446	342690
941	79565	342755
942	79730	343018
943	79831	343004
944	79910	342897
945	79986	342776
946	80070	342687
947	80141	342545
948	80210	342395
949	80287	342277
950	80361	342150
951	80441	342046
952	80515	341917
953	80590	341793
954	80664	341660
955	80734	341518
956	80801	341357
957	80872	341216
958	80949	341100
959	81021	340966
960	81091	340818
961	81164	340688
962	81235	340548
963	81309	340420
964	81380	340282
965	81459	340171
966	81554	340133
967	81659	340137
968	81757	340107
969	81867	340127
970	81974	340137
971	82103	340238
972	82203	340220
973	82313	340238
974	82416	340230
975	82495	340126
976	82583	340054
977	82663	339950
978	82748	339866
979	82842	339822
980	82981	339962
981	83084	339951
982	83201	339999
983	83304	339989
984	83415	340014
985	83551	340136
986	83665	340173
987	83761	340132
988	83868	340137
989	83984	340178
990	84100	340220
991	84237	340347
992	84383	340506
993	84475	340451
994	84556	340352
995	84642	340267
996	84727	340185
997	84804	340068
998	84896	340009
999	84977	339910
1000	85047	339764
1001	85135	339691
1002	85223	339620
1003	85310	339542
1004	85408	339508
1005	85510	339490
1006	85596	339412
1007	85689	339357
1008	85787	339325
1009	85873	339244
1010	85954	339143
1011	86027	339009
1012	86112	338925
1013	86236	338991
1014	86332	338949
1015	86427	338905
1016	86544	338945
1017	86647	338930
1018	86737	338865
1019	86832	338818
1020	86921	338746
1021	87000	338639
1022	87085	338551
1023	87168	338459
1024	87245	338340
1025	87325	338236
1026	87410	338151
1027	87505	338104
1028	87604	338072
1029	87689	337988
1030	87764	337865
1031	87842	337751
1032	87919	337636
1033	88001	337536
1034	88091	337469
1035	88184	337416
1036	88283	337384
1037	88371	337309
1038	88470	337278
1039	88579	337282
1040	88684	337275
1041	88785	337249
1042	88886	337222
1043	88964	337110
1044	89057	337054
1045	89153	337011
1046	89233	336904
1047	89381	337057
1048	89499	337095
1049	89612	337114
1050	89706	337061
1051	89801	337012
1052	89891	336942
1053	89979	336866
1054	90064	336781
1055	90154	336711
1056	90244	336643
1057	90335	336580
1058	90430	336529
1059	90509	336422
1060	90590	336319
1061	90671	336217
1062	90749	336104
1063	90814	335946
1064	90887	335812
1065	90957	335674
1066	91031	335546
1067	91114	335449
1068	91208	335399
1069	91297	335327
1070	91388	335262
1071	91487	335226
1072	91616	335302
1073	91724	335297
1074	91826	335273
1075	91927	335243
1076	92036	335244
1077	92127	335179
1078	92235	335178
1079	92329	335123
1080	92450	335166
1081	92564	335182
1082	92705	335299
1083	92822	335324
1084	92933	335332
1085	93032	335295
1086	93115	335198
1087	93217	335170
1088	93305	335092
1089	93411	335082
1090	93530	335116
1091	93640	335116
1092	93742	335089
1093	93919	335327
1094	94014	335276
1095	94088	335147
1096	94159	335007
1097	94231	334873
1098	94306	334749
1099	94378	334616
1100	94451	334483
1101	94534	334388
1102	94617	334293
1103	94706	334216
1104	94795	334144
1105	94877	334044
1106	94963	333957
1107	95049	333873
1108	95152	333847
1109	95247	333796
1110	95339	333730
1111	95427	333652
1112	95503	333533
1113	95589	333447
1114	95723	333528
1115	95818	333477
1116	95906	333398
1117	95995	333321
1118	96077	333223
1119	96151	333096
1120	96236	333005
1121	96311	332883
1122	96385	332757
1123	96463	332643
1124	96551	332566
1125	96652	332532
1126	96764	332537
1127	96881	332556
1128	96978	332508
1129	97074	332457
1130	97176	332427
1131	97275	332387
1132	97377	332356
1133	97491	332366
1134	97590	332321
1135	97681	332253
1136	97781	332217
1137	97871	332142
1138	97962	332074
1139	98043	331971
1140	98132	331894
1141	98226	331835
1142	98328	331804
1143	98427	331762
1144	98536	331753
1145	98637	331717
1146	98760	331757
1147	98853	331693
1148	98939	331607
1149	99042	331576
1150	99135	331515
1151	99231	331461
1152	99332	331423
1153	99436	331397
1154	99542	331378
1155	99681	331465
1156	99808	331515
1157	99930	331549
1158	100026	331494
1159	100134	331479
1160	100231	331429
1161	100337	331408
1162	100457	331433
1163	100567	331422
1164	100667	331382
1165	100774	331363
1166	100871	331310
1167	100978	331291
1168	101084	331268
1169	101181	331218
1170	101282	331178
1171	101385	331145
1172	101488	331113
1173	101584	331058
1174	101703	331077
1175	101875	331269
1176	101986	331259
1177	102079	331193
1178	102178	331148
1179	102278	331105
1180	102391	331104
1181	102519	331150
1182	102647	331196
1183	102765	331209
1184	102887	331235
1185	103002	331240
1186	103118	331246
1187	103232	331246
1188	103356	331279
1189	103479	331307
1190	103582	331272
1191	103694	331266
1192	103798	331231
1193	103897	331185
1194	103993	331127
1195	104092	331076
1196	104181	330997
1197	104290	330977
1198	104387	330921
1199	104478	330848
1200	104565	330762
1201	104663	330707
1202	104748	330616
1203	104873	330649
1204	105025	330766
1205	105108	330663
1206	105178	330524
1207	105252	330395
1208	105329	330275
1209	105408	330163
1210	105490	330061
1211	105568	329944
1212	105648	329835
1213	105730	329732
1214	105807	329613
1215	105881	329486
1216	105973	329415
1217	106060	329328
1218	106140	329218
1219	106226	329128
1220	106316	329049
1221	106393	328931
1222	106486	328862
1223	106556	328724
1224	106620	328566
1225	106692	328431
1226	106762	328292
1227	106838	328170
1228	106920	328069
1229	106993	327938
1230	107070	327822
1231	107140	327683
1232	107210	327542
1233	107277	327397
1234	107352	327272
1235	107429	327156
1236	107507	327040
1237	107579	326910
1238	107647	326765
1239	107719	326632
1240	107797	326519
1241	107867	326381
1242	107957	326305
1243	108028	326170
1244	108100	326039
1245	108164	325883
1246	108230	325734
1247	108299	325593
1248	108373	325467
1249	108452	325357
1250	108534	325255
1251	108600	325106
1252	108680	325001
1253	108756	324881
1254	108827	324749
1255	108910	324650
1256	108996	324560
1257	109077	324458
1258	109153	324340
1259	109229	324220
1260	109313	324124
1261	109384	323993
1262	109458	323868
1263	109536	323757
1264	109609	323629
1265	109687	323516
1266	109761	323393
1267	109835	323269
1268	109907	323139
1269	109988	323038
1270	110064	322918
1271	110141	322803
1272	110208	322661
1273	110280	322531
1274	110355	322411
1275	110425	322277
1276	110496	322144
1277	110570	322020
1278	110645	321900
1279	110717	321772
1280	110797	321666
1281	110876	321560
1282	110967	321484
1283	111051	321391
1284	111136	321301
1285	111204	321162
1286	111275	321029
1287	111351	320914
1288	111437	320826
1289	111517	320719
1290	111597	320616
1291	111677	320510
1292	111755	320401
1293	111837	320301
1294	111917	320197
1295	112007	320119
1296	112093	320033
1297	112181	319949
1298	112257	319835
1299	112333	319719
1300	112406	319592
1301	112483	319479
1302	112556	319356
1303	112655	319305
1304	112755	319257
1305	112848	319190
1306	112939	319115
1307	113031	319047
1308	113111	318941
1309	113184	318818
1310	113250	318672
1311	113320	318540
1312	113396	318425
1313	113472	318309
1314	113547	318192
1315	113628	318089
1316	113705	317978
1317	113782	317865
1318	113872	317789
1319	113949	317676
1320	114018	317542
1321	114090	317415
1322	114168	317306
1323	114241	317184
1324	114322	317082
1325	114407	316992
1326	114482	316876
1327	114559	316763
1328	114643	316672
1329	114716	316549
1330	114796	316444
1331	114881	316355
1332	114960	316249
1333	115047	316163
1334	115128	316065
1335	115209	315964
1336	115281	315839
1337	115351	315708
1338	115430	315603
1339	115514	315509
1340	115584	315378
1341	115665	315280
1342	115734	315147
1343	115810	315032
1344	115884	314911
1345	115949	314768
1346	116023	314649
1347	116098	314534
1348	116173	314417
1349	116240	314280
1350	116314	314160
1351	116385	314035
1352	116452	313897
1353	116522	313766
1354	116594	313644
1355	116670	313529
1356	116737	313394
1357	116821	313300
1358	116895	313183
1359	116969	313066
1360	117045	312951
1361	117128	312859
1362	117204	312747
1363	117279	312631
1364	117358	312526
1365	117438	312424
1366	117519	312324
1367	117603	312233
1368	117691	312152
1369	117772	312053
1370	117850	311945
1371	117933	311852
1372	118008	311738
1373	118090	311641
1374	118157	311507
1375	118233	311394
1376	118301	311261
1377	118379	311153
1378	118447	311021
1379	118525	310914
1380	118597	310791
1381	118674	310682
1382	118738	310541
1383	118808	310413
1384	118882	310297
1385	118952	310169
1386	119024	310046
1387	119099	309932
1388	119173	309817
1389	119249	309704
1390	119321	309583
1391	119399	309478
1392	119469	309352
1393	119545	309241
1394	119624	309137
1395	119700	309026
1396	119769	308897
1397	119849	308797
1398	119925	308686
1399	119996	308563
1400	120072	308450
1401	120145	308334
1402	120237	308264
1403	120335	308210
1404	120442	308179
1405	120550	308150
1406	120647	308091
1407	120729	307998
1408	120820	307925
1409	120900	307823
1410	120976	307714
1411	121060	307625
1412	121160	307574
1413	121242	307478
1414	121319	307371
1415	121392	307253
1416	121473	307155
1417	121550	307047
1418	121627	306940
1419	121699	306821
1420	121780	306722
1421	121863	306628
1422	121934	306507
1423	122013	306405
1424	122094	306306
1425	122176	306211
1426	122252	306102
1427	122326	305986
1428	122398	305867
1429	122471	305751
1430	122547	305639
1431	122616	305514
1432	122691	305400
1433	122767	305292
1434	122847	305192
1435	122929	305098
1436	122997	304968
1437	123075	304863
1438	123145	304739
1439	123215	304615
1440	123294	304513
1441	123374	304415
1442	123460	304331
1443	123545	304243
1444	123618	304128
1445	123695	304021
1446	123777	303927
1447	123860	303834
1448	123941	303737
1449	124023	303643
1450	124106	303551
1451	124182	303444
1452	124252	303318
1453	124335	303228
1454	124420	303142
1455	124520	303091
1456	124615	303027
1457	124706	302956
1458	124790	302867
1459	124885	302804
1460	124958	302688
1461	125035	302582
1462	125107	302463
1463	125183	302356
1464	125256	302239
1465	125330	302125
1466	125403	302012
1467	125472	301885
1468	125543	301766
1469	125615	301648
1470	125684	301523
1471	125764	301425
1472	125841	301319
1473	125929	301239
1474	126003	301127
1475	126077	301015
1476	126151	300901
1477	126234	300810
1478	126312	300707
1479	126388	300599
1480	126466	300497
1481	126551	300410
1482	126632	300314
1483	126712	300215
1484	126801	300139
1485	126890	300063
1486	126976	299979
1487	127055	299878
1488	127131	299770
1489	127225	299704
1490	127300	299597
1491	127373	299480
1492	127445	299363
1493	127516	299244
1494	127592	299137
1495	127660	299013
1496	127729	298888
1497	127806	298784
1498	127891	298697
1499	127962	298580
1500	128034	298463
1501	128104	298341
1502	128175	298223
1503	128247	298106
1504	128319	297992
1505	128396	297886
1506	128463	297758
1507	128533	297639
1508	128605	297523
1509	128676	297405
1510	128750	297294
1511	128826	297186
1512	128901	297077
1513	128977	296971
1514	129053	296866
1515	129122	296743
1516	129202	296645
1517	129285	296555
1518	129373	296477
1519	129447	296367
1520	129527	296269
1521	129608	296174
1522	129689	296080
1523	129760	295961
1524	129845	295877
1525	129921	295771
1526	129997	295664
1527	130075	295564
1528	130148	295451
1529	130222	295341
1530	130292	295221
1531	130363	295104
1532	130430	294978
1533	130494	294845
1534	130565	294730
1535	130638	294616
1536	130707	294496
1537	130777	294376
1538	130848	294259
1539	130918	294140
1540	130993	294033
1541	131066	293921
1542	131146	293825
1543	131222	293720
1544	131298	293615
1545	131380	293524
1546	131448	293401
1547	131520	293287
1548	131588	293165
1549	131659	293048
1550	131731	292934
1551	131806	292828
1552	131898	292758
1553	131969	292642
1554	132035	292517
1555	132110	292408
1556	132183	292298
1557	132262	292200
1558	132342	292105
1559	132423	292010
1560	132499	291905
1561	132574	291800
1562	132657	291710
1563	132734	291609
1564	132814	291512
1565	132888	291404
1566	132967	291305
1567	133033	291179
1568	133105	291066
1569	133182	290965
1570	133255	290854
1571	133335	290759
1572	133422	290679
1573	133526	290637
1574	133629	290591
1575	133722	290523
1576	133820	290467
1577	133901	290374
1578	133985	290286
1579	134069	290200
1580	134145	290097
1581	134225	290001
1582	134295	289884
1583	134366	289770
1584	134444	289670
1585	134518	289561
1586	134590	289449
1587	134669	289352
1588	134742	289243
1589	134842	289189
1590	134949	289154
1591	135036	289072
1592	135124	288995
1593	135218	288930
1594	135289	288816
1595	135375	288732
1596	135464	288657
1597	135539	288552
1598	135617	288452
1599	135692	288347
1600	135774	288256
1601	135865	288184
1602	135958	288117
1603	136061	288071
1604	136161	288018
1605	136235	287909
1606	136305	287793
1607	136372	287671
1608	136442	287555
1609	136512	287439
1610	136605	287372
1611	136698	287304
1612	136778	287208
1613	136856	287110
1614	136937	287018
1615	137019	286926
1616	137103	286839
1617	137181	286741
1618	137266	286656
1619	137345	286561
1620	137426	286466
1621	137504	286368
1622	137587	286280
1623	137685	286222
1624	137987	286589
1625	138151	286668
1626	138266	286646
1627	138396	286653
1628	138510	286628
1629	138633	286622
1630	138799	286705
1631	138897	286646
1632	138987	286571
1633	139083	286507
1634	139248	286588
1635	139372	286581
1636	139455	286492
1637	139570	286468
1638	139691	286456
1639	139826	286473
1640	139916	286397
1641	139984	286278
1642	140063	286178
1643	140151	286099
1644	140226	285993
1645	140324	285935
1646	140431	285893
1647	140526	285827
1648	140612	285744
1649	140687	285637
1650	140757	285522
1651	140837	285425
1652	140912	285319
1653	141022	285284
1654	141136	285257
1655	141243	285215
1656	141343	285160
1657	141452	285124
1658	141569	285101
1659	141672	285050
1660	141790	285033
1661	141887	284969
1662	141959	284857
1663	142039	284762
1664	142120	284668
